Tweet,preprocessed,Sentimen
"Tiktok shop ditutup = ditinggal pas lagi sayang2nya ðŸ™‚ enak bgt payment apapun bisa, cod pun ga jd lebih mahal ga ky si sopi ðŸ¥´",tiktok shop ditutup ditinggal pas lagi sayangnya enak sangat payment apapun bisa cod pun tidak jadi lebih mahal tidak seperti si shopee,Positif
"tiktokshop ditutup jir, baru ngeh fiturnya dah gaada",tiktok shop ditutup anjing baru sadar fiturnya deh tidak ada uang,Positif
@discountfess huhu sedih banget tiktok shop ditutup,huhu sedih sekali tiktok shop ditutup,Negatif
knp tiktokshop hrs ditutup sihðŸ˜¤ðŸ˜¤,kenapa tiktok shop harus ditutup sih,Negatif
Btw klo tiktokshop ditutup. Trus pesenanku blm dikirim tpi udh dibayar. Ini gmna ya?,ngomong-ngomong kalau tiktok shop ditutup terus pesenanku belum dikirim tetapi sudah dibayar ini bagaimana iya,Negatif
Pas banget co TikTok shop satu hari sebelum ditutup. Pantesan cepat banget dikirimnyaðŸ¥ºkasian juga sama yang cari rejekinya di TikTok. Semoga ada kebijakan yang sama sama solutif.,pas sekali check out tiktok shop satu hari sebelum ditutup pantesan cepat sekali dikirimnyakasian juga sama yang cari rejekinya di tiktok semoga ada kebijakan yang sama sama solutif,Positif
"tiktok shop mau ditutup pada sedih, gua yang belom pernah nyoba transaksi di ts jadi penasaran",tiktok shop mau ditutup pada sedih saya yang belum pernah coba transaksi di penulis jadi penasaran,Netral
"belum sempet beli2 lewat tiktokshop, eh dah ditutup",belum sempat beli lewat tiktok shop eh deh ditutup,Negatif
sedih buanget tiktokshop ditutupðŸ˜­,sedih sekali tiktok shop ditutup,Negatif
"@tanyakanrl Ngapain sih orngpada demo tiktok shop di tutup kan rejeki sudah ada ngatur"";0;negatif,,,,,,,,,,,,,,,",sedang apa sih orngpada demo tiktok shop di tutup kan rezeki sudah ada ngaturnegatif,Negatif
Tiktokshop resmi ditutup.. Gue order basreng apa kabar tuh pengirimannyaðŸ¤”,tiktok shop resmi ditutup saya order basreng apa kabar tuh pengirimannya,Negatif
@woxyd1401 @la_lalijah @Depa_29 @annisagstina @tanyakanrl Tiktok shop ditutup kan karena gak ada ijinnya itu,tiktok shop ditutup kan karena tidak ada ijinnya itu,Negatif
sayang bgt tiktok shop ditutup ðŸ¥ºðŸ¥²,sayang sangat tiktok shop ditutup,Positif
"Sedih banget tiktokshop ditutupðŸ˜¢pdhal blnja online yg mnrt ku paling enak ditiktokshop,blm lagi ongkir ny murah bngt dan harga produk ny kalo diskon gk pake mikir owner ny,murah banget. Dan aku bingung kudu belnja dimna lagi. Kalo ditoko oren menangis sama ongkir nyðŸ˜­"";0;negatif,,,,,,,,,,,,,,,",sedih sekali tiktok shop ditutuppdhal blnja online yang mnrt ku paling enak ditiktok shopblm lagi ongkos kirim nya murah sangat dan harga produk nya kalau diskon tidak pakai mikir owner nymurah sekali dan saya bingung harus belnja dimna lagi kalau ditoko oren menangis sama ongkos kirim nynegatif,Positif
benci bgt tiktok shop ditutup.,benci sangat tiktok shop ditutup,Negatif
"@vyyage TikTok shop teh,  tapi dah tutup",tiktok shop kakak perempuan tetapi deh tutup,Netral
Tiktok shop udah resmi ditutup ya :(((((,tiktok shop sudah resmi ditutup iya,Negatif
"@wargasipil26 Ya jelas tiktokshop hadir bawa solusi, berapa banyak yang tadinya pengangguran sekarang nasib nya berubah.  Itu yang yang koar2 minta ditutup aja mereka TOLOL ga mau ikut kemajuan jaman, dagang dari saban tahun gitu2 aja ngapain",iya jelas tiktok shop hadir bawa solusi berapa banyak yang tadinya pengangguran sekarang nasib nya berubah itu yang yang teriak minta ditutup saja mereka tolol tidak mau ikut kemajuan jaman dagang dari saban tahun begitu saja sedang apa,Positif
Sampai tiktok shop ditutup aku belum punya akun juga.,sampai tiktok shop ditutup saya belum punya akun juga,Negatif
@ogiehart Tiktok shop ditutup,tiktok shop ditutup,Negatif
"@jogmfs Engga, daya beli memang lagi turun. Tapi tiktok shop memang harus ditutup. Regulasinya harus jelas antara apps sosmed atau marketplace. Kayanya bentar lagi tiktok shop akan ada apps sendiri, ditunggu aja",engga daya beli memang lagi turun tetapi tiktok shop memang harus ditutup regulasinya harus jelas antara aplikasi sosial media atau marketplace kayaknya sebentar lagi tiktok shop akan ada aplikasi sendiri ditunggu saja,Negatif
"@ngeluhaelu @siPisces22 @Boy_hard9 @jokowi kalau mau gw harusnya seneng tt shop ditutup gara gara gw abis kena modus scam baru di platform itu oleh sebuah online shop ,nominal receh tapi saya perlu barang itu, dan untungnya pihak terkait (tiktok shop) juga mau refund. jadi argumen gw murni karna memang ini konyol dan gaje",kalau mau saya harusnya senang tt shop ditutup karena karena saya habis kena modus scam baru di platform itu oleh sebuah online shop nominal receh tetapi saya perlu barang itu dan untungnya pihak terkait tiktok shop juga mau refund jadi argumen saya murni karena memang ini konyol dan tidak jelas,Positif
demi Allah galau betul tiktokshop ditutupðŸ˜­ðŸ˜­ aku harus beli barang2 dimna lgi selain ditiktok yg murah meriahhhðŸ˜­ðŸ˜­,demi allah galau betul tiktok shop ditutup saya harus beli barang dimna lagi selain ditiktok yang murah meriahhh,Positif
Tiktok shop klo diskon gede knp malah ditutup): kenapa ga di batasin aja seminggu berapa kali live gitu wkwk,tiktok shop kalau diskon besar kenapa bahkan ditutup kenapa tidak di batasin saja seminggu berapa kali live begitu tertawa,Positif
Sedih sih TikTokShop ditutup :(,sedih sih tiktok shop ditutup,Negatif
Sedih bgt tiktok shop ditutup,sedih sangat tiktok shop ditutup,Negatif
rekomendasi celana lucu di tiktok seblum tiktok shop ditutup ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,rekomendasi celana lucu di tiktok seblum tiktok shop ditutup,Positif
Layanan tiktokshop sudah ditutup. Padahal baru saja saya ada rencana jual pulau disana.,layanan tiktok shop sudah ditutup padahal baru saja saya ada rencana jual pulau disana,Negatif
"#TikTokshop beneran ditutup nih? Huhu gw blm nyoba co di sanaðŸ¥² waktu itu mau co cmn ongkirnya mahal bngt gjd deh wkwk, tp kasian jg si sm pedagang kecil yg baru mulai live di tiktok semoga bisa cpt adaptasi di online shop lainnya",benar ditutup ini huhu saya belum coba check out di sana waktu itu mau check out cmn ongkirnya mahal sangat gjd deh tertawa tetapi kasian juga si sm pedagang kecil yang baru mulai live di tiktok semoga bisa cpt adaptasi di online shop lainnya,Negatif
"tadi nonton live tiktok sebelum bubar, sedih banget yg host live nya dadah2 dulu sebelum tiktok shop ditutup hufhuf",tadi nonton live tiktok sebelum bubar sedih sekali yang host live nya dadah dulu sebelum tiktok shop ditutup hufhuf,Negatif
@floreskekinian2 Memang sedih Apa kah setelah di tutup tiktok shop nya PASAR TANAH ABANG JADI RAME KEMBALI...????  bodoh oknum di pemerintahan ini,memang sedih apa kah setelah di tutup tiktok shop nya pasar tanah abang jadi ramai kembali bodoh oknum di pemerintahan ini,Negatif
apa cuma gue yang dr tiktokshop ada di indo sampe ditutup pemerintah belom perna transaksi samsek di sana?,apa cuma saya yang dari tiktok shop ada di indo sampai ditutup pemerintah belum perna transaksi sama sekali di sana,Negatif
"penasaran sih apakah tanah abang bakal rame lagi setelah tiktok shop ditutup, apakah mereka ngga tau kalo masih ada yang namanya shopee dan tokopedia ðŸ¤”",penasaran sih apakah tanah abang bakal ramai lagi setelah tiktok shop ditutup apakah mereka tidak tahu kalau masih ada yang namanya shopee dan tokopedia,Negatif
@Boy_hard9 @jokowi Memang sedih Apa kah setelah di tutup tiktok shop nya PASAR TANAH ABANG JADI RAME KEMBALI...????  bodoh oknum di pemerintahan ini,memang sedih apa kah setelah di tutup tiktok shop nya pasar tanah abang jadi ramai kembali bodoh oknum di pemerintahan ini,Negatif
kesel bgt tiktok shop bener2 ditutupðŸ˜­,kesal sangat tiktok shop benar ditutup,Negatif
2. Katanya biar toko offline rama kek di tanah abang Yakin bakal rame ketika kamu tutup Tiktok Shop itu? YA NGGAK LAH mereka yang biasanya dari tiktok shop pasti pindah platform ke tokped atau shopee atau yang lain. Lagian gini deh tanah abang kan rata rata jualan baju ya -,katanya biar toko offline rama seperti di tanah abang yakin bakal ramai ketika kamu tutup tiktok shop itu iya tidak lah mereka yang biasanya dari tiktok shop pasti pindah platform ke tokopedia atau shopee atau yang lain lagian gini deh tanah abang kan rata rata jualan baju iya,Negatif
Tiktok shop beneran ditutup :(,tiktok shop benar ditutup,Negatif
"ðŸ¤ CW // TIKTOK  tiktok shop katanya kan resmi ditutup, tp tadi lewat fyp sender orang masi ada yg jualan cuma cara co nya bedaðŸ˜­ðŸ˜­",cw tiktok tiktok shop katanya kan resmi ditutup tetapi tadi lewat fyp sender orang masih ada yang jualan cuma cara check out nya beda,Negatif
"@floreskekinian2 Ga munafik tiktokshop emng senyaman itu buat blanja ya gmana engga voucher ada terus, gprlu sering2 blanja juga voucher ada kalo di ecommerce gabisa gtu. Skarang malah ditutup UMKM yg tadinya bisa jualan disitu yg kita gpernah tau cuan org tpi siapa tau membntu skarang mlah gbisa",tidak munafik tiktok shop memang senyaman itu buat belanja iya bagaimana engga voucer ada terus gprlu sering belanja juga voucer ada kalau di toko online tidak bisa gtu sekarang bahkan ditutup umkm yang tadinya bisa jualan disitu yang kita gpernah tahu cuan orang tetapi siapa tahu membntu sekarang malah tidak bisa,Positif
@callme_nu31 Yg ditutup tiktok shop bukan JNE ðŸ˜­,yang ditutup tiktok shop bukan jne,Netral
"@souroia kenapa gak kasih alternatif lain... ok tiktok shop ditutup boleh karena dia dari awal appnya entertain bukan e-commerce, tapi kalo yang e-commerce nih, arahnya kemana..? bingung ðŸš£ðŸ»â€â™€ï¸ðŸš£ðŸ»â€â™€ï¸",kenapa tidak kasih alternatif lain ok tiktok shop ditutup boleh karena dia dari awal aplikasi entertain bukan e commerce tetapi kalau yang e commerce ini arahnya kemana bingung,Netral
TikTok shop beneran ditutup dong???? ðŸ˜­ðŸ˜­,tiktok shop benar ditutup dong,Negatif
"Tadinya biasa aja sedihnya pas TikTokshop ditutup. Tapi pas liat video temen2 sesama affiliate anjir jadi mewek, keinget pas awal sama2 merintis kita saling dukung, saling nongkrong di live temen buat support sekedar tap2 layar atau Komen random biar gak sepi,",tadinya biasa saja sedihnya pas tiktok shop ditutup tetapi pas lihat video teman sesama affiliate anjing jadi mewek keinget pas awal sama merintis kita saling dukung saling nongkrong di live teman buat support sekedar tap layar atau komen random biar tidak sepi,Negatif
"@AmaliaHafidhah Iya kak, kaget bgt ga sih. Kirain cuma tiktokshop aja yg ditutup ternyata yg dari luar juga ðŸ˜­",iya kak kaget sangat tidak sih kira cuma tiktok shop saja yang ditutup ternyata yang dari luar juga,Negatif
@mediocrickey Wkwkwk kalo setelah tiktok shop ditutup dan ternyata tanah abang masih sepi mesti gimana nih ðŸ˜‚ðŸ˜‚ðŸ˜‚,wkwkwk kalau setelah tiktok shop ditutup dan ternyata tanah abang masih sepi mesti bagaimana ini,Negatif
@tanyakanrl Vocer gratis ongkir gua belum ke pake udah mau tutup aja tiktok shop ðŸ¥¹,voucer gratis ongkos kirim saya belum ke pakai sudah mau tutup saja tiktok shop,Positif
"#TikTokshop ditutup, shopee juga udah block seller luar loh ges.",ditutup shopee juga sudah block seller luar loh ges,Negatif
"tiktok shop kan udah ditutup, ini paket gue bakal sampe apa ga ya sedih banget kalo tiba di cancel"";0;negatif,,,,,,,,,,,,,,,",tiktok shop kan sudah ditutup ini paket saya bakal sampai apa tidak iya sedih sekali kalau tiba di cancelnegatif,Negatif
"@thesweetlia_ gw kan abis co barang di tiktok shop kan ya sbelum di tutup, kira2 di kirim ga ya barang nya. deg2an bgt",saya kan habis check out barang di tiktok shop kan iya sbelum di tutup kira di kirim tidak iya barang nya degan sangat,Positif
Cukup sedih tiktokshop tutup. Bnyk org yg bergantung rezeki disitu mungkin banyak PHK juga. Kalau tiktokshop bisa ditutup permanent mengapa Judol tidak bisa? Seharusnya bisa ya:),cukup sedih tiktok shop tutup banyak orang yang bergantung rezeki disitu mungkin banyak phk juga kalau tiktok shop bisa ditutup permanent mengapa judi online tidak bisa seharusnya bisa iya,Positif
Nyesek banget liat orangÂ² pada nangis gegara TikTok Shop ditutup. Kasian nyari duitnya dari situðŸ¥²,nyesek sekali lihat orang pada menangis gegara tiktok shop ditutup kasian mencari duitnya dari situ,Negatif
"Ga peduli tiktok shop ditutup atau engga, yang penting ayu nyimas jangan sampe di banned",tidak peduli tiktok shop ditutup atau engga yang penting ayu nyimas jangan sampai di banned,Positif
Anjir lah ieu tiktokshop bener ditutup bangsuy,anjing lah ieu tiktok shop benar ditutup bangsuy,Positif
@PolJokesID @ZUL_Hasan Kalo abis ditutup tiktok shop malah makin sepi gimana ya ðŸ¤”ðŸ¤”,kalau habis ditutup tiktok shop bahkan makin sepi bagaimana iya,Positif
@treasuremenfess Itu karena tiktok shop udah di tutup jadi dia dagang di Weavers sama x jangan lupa di beli dagangan cowo saya,itu karena tiktok shop sudah di tutup jadi dia dagang di weavers sama sangat jangan lupa di beli dagangan cowo saya,Negatif
tiktok shop ditutup gmn gue bisa checkout yg blm gue beli ðŸ˜­ðŸ˜­ðŸ˜­,tiktok shop ditutup bagaimana saya bisa checkout yang belum saya beli,Negatif
@tanyakanrl lah katanya tiktokshop gajadi tutup ðŸ˜­,lah katanya tiktok shop gajadi tutup,Netral
"#TikTokshop Malam ini tutup ya Gen Z, Pandawara masih belum tutup.",malam ini tutup iya gen z pandawara masih belum tutup,Negatif
Marah bgt tiktokshop ditutupðŸ¤§,marah sangat tiktok shop ditutup,Negatif
Dikata tiktok shop ditutup gua bakalan ke tanah abang kali ðŸ—¿,dikata tiktok shop ditutup saya akan ke tanah abang kali,Negatif
"w 100% yakin tiktokshop ga tutup permanen, tunggu dulu ada yang diurus dulu, kasihan lah negara gimana sih win win solution lah, sorry to say lebay dan drama bgtðŸ˜©ðŸ’”",saya yakin tiktok shop tidak tutup permanen tunggu dulu ada yang diurus dulu kasih lah negara bagaimana sih win win solution lah maaf to sayang berlebihan dan drama sangat,Positif
"Serius nih tiktokshop ditutup? Jgn lupa judi online sekalian itu bisa sampe ngancurin ekonomi rumah tangga, pertikaian antara sohib kentel, tempat kerja juga. Cukurukukkkk~",serius ini tiktok shop ditutup jangan lupa judi online sekalian itu bisa sampai ngancurin ekonomi rumah tangga pertikaian antara teman kentel tempat kerja juga cukurukukkkk,Negatif
Aku sedih tiktokshop ditutup ðŸ˜­ Mana blm sempet co pampers wkwk,saya sedih tiktok shop ditutup mana belum sempat check out pampers tertawa,Negatif
"Jadi penasaran, impact ditutup nya tiktok shop buat penjual offline tuh apakah signifikan atau ngga.",jadi penasaran impact ditutup nya tiktok shop buat penjual offline tuh apakah signifikan atau tidak,Positif
TikTok Shop beneran ditutup dong cri,tiktok shop benar ditutup dong cri,Negatif
Jujur masih meratapi tiktok shop ditutup ðŸ˜­,jujur masih meratapi tiktok shop ditutup,Positif
Cewe gua sedih karena Tiktok Shop ditutup. Tolong pemerintah tanggung jawab ini masa gaada solusi lanjutan kebijakannya woi,cewek saya sedih karena tiktok shop ditutup tolong pemerintah tanggung jawab ini masa tidak ada uang solusi lanjutan kebijakannya woi,Negatif
@chocoberry_thv Kira-kira ini ada sangkut pautnya sekalian karna tiktok shop dihapus jg gak sih kak? Jd ni toko oren ekspor impor pun ikut tutup ðŸ™‚,kira kira ini ada sangkut pautnya sekalian karena tiktok shop dihapus juga tidak sih kak jadi ini toko oren ekspor impor pun ikut tutup,Netral
"udh tiktok shop ditutup, case lucu jg susah, jgn sampe genshin ditutup jg aku mau tantrum jink",sudah tiktok shop ditutup kasus lucu juga susah jangan sampai genshin ditutup juga saya mau tantrum jink,Negatif
"@hrdbacot Gue sebagai affiliator dan reviewer produk lg bingung + keteteran bgt tdi krna brand minta ngeup vtnya sblm tiktok shop tutup. Pdhl timeline postingnya gak se-mendadak itu. Blm lg affiliate gue lg lumayan banget, sebulan bisa buat nambah uang jajan ðŸ˜­ðŸ˜­",saya sebagai affiliator dan reviewer produk lagi bingung keteteran sangat tadi karena brand minta ngeup vtnya sebelum tiktok shop tutup padahal timeline postingnya tidak se mendadak itu belum lagi affiliate saya lagi lumayan sekali sebulan bisa buat tambah uang jajan,Negatif
"Aku ada sisi setujunya TikTok shop ditutup. Dan hal sejenis apapun yang memudahkan beli barang dari Tiongkok kayak beli di pasar sebelah rumah.  Karna jadinya ketergantungan dengan kata murah"""";2;positif,,,,,,,,,,,,,,,",saya ada sisi setujunya tiktok shop ditutup dan hal sejenis apapun yang memudahkan beli barang dari tiongkok seperti beli di pasar sebelah rumah karena jadinya ketergantungan dengan kata murahpositif,Positif
Indonesia kih suwe2 lucu. Tiktok shop bukane digawekne kebijakan/ aturan malah ditutup. Slot kntl bukane ditutup/ diblokir malah gur dijarne wae. Telo telo,indonesia kih suwe lucu tiktok shop bukane digawekne kebijakan aturan bahkan ditutup slot kntl bukane ditutup diblokir bahkan gur dijarne wae telo telo,Positif
