Tweet,Sentimen,CaseFolding,cleaned,Tokenizing,Formalisasi,Stemming,preprocessed
@tiata_ @discountfess Betul kak.. aku jga sering bgd dapet buyer luar jawa.. dan potongan ongkir mereka termasuk dapet lbh banyak dibandingkan yg dari shopee.. Jujur sedih bgd sih tiktokshop di tutup.. kita2 para small business kena banget dampaknya :(,Positif,@tiata_ @discountfess betul kak.. aku jga sering bgd dapet buyer luar jawa.. dan potongan ongkir mereka termasuk dapet lbh banyak dibandingkan yg dari shopee.. jujur sedih bgd sih tiktokshop di tutup.. kita2 para small business kena banget dampaknya :(,betul kak aku jga sering bgd dapet buyer luar jawa dan potongan ongkir mereka termasuk dapet lbh banyak dibandingkan yg dari shopee jujur sedih bgd sih tiktok shop di tutup kita2 para small business kena banget dampaknya,"['betul', 'kak', 'aku', 'jga', 'sering', 'bgd', 'dapet', 'buyer', 'luar', 'jawa', 'dan', 'potongan', 'ongkir', 'mereka', 'termasuk', 'dapet', 'lbh', 'banyak', 'dibandingkan', 'yg', 'dari', 'shopee', 'jujur', 'sedih', 'bgd', 'sih', 'tiktok', 'shop', 'di', 'tutup', 'kita2', 'para', 'small', 'business', 'kena', 'banget', 'dampaknya']","['betul', 'kak', 'saya', 'juga', 'sering', 'sekali', 'dapat', 'buyer', 'luar', 'jawa', 'dan', 'potongan', 'ongkos kirim', 'mereka', 'termasuk', 'dapat', 'lebih', 'banyak', 'dibandingkan', 'yang', 'dari', 'shopee', 'jujur', 'sedih', 'sekali', 'sih', 'tiktok', 'shop', 'di', 'tutup', 'kita2', 'para', 'small', 'business', 'kena', 'sekali', 'dampaknya']","['betul', 'kak', 'saya', 'juga', 'sering', 'sekali', 'dapat', 'buyer', 'luar', 'jawa', 'dan', 'potong', 'ongkos kirim', 'mereka', 'masuk', 'dapat', 'lebih', 'banyak', 'banding', 'yang', 'dari', 'shopee', 'jujur', 'sedih', 'sekali', 'sih', 'tiktok', 'shop', 'di', 'tutup', 'kita2', 'para', 'small', 'business', 'kena', 'sekali', 'dampak']",betul kak saya juga sering sekali dapat buyer luar jawa dan potongan ongkos kirim mereka termasuk dapat lebih banyak dibandingkan yang dari shopee jujur sedih sekali sih tiktok shop di tutup kita2 para small business kena sekali dampaknya
"Tiktok shop ditutup, gw ga bsa cek pesanan yg masih dijalan ðŸ˜­ðŸ˜­ mana ada dana cashback nyangkut yg udh gw kumpulin anj anj #TikTokshop",Negatif,"tiktok shop ditutup, gw ga bsa cek pesanan yg masih dijalan ðÿ˜­ðÿ˜­ mana ada dana cashback nyangkut yg udh gw kumpulin anj anj #tiktokshop",tiktok shop ditutup gw ga bsa cek pesanan yg masih dijalan mana ada dana cashback nyangkut yg udh gw kumpulin anj anj,"['tiktok', 'shop', 'ditutup', 'gw', 'ga', 'bsa', 'cek', 'pesanan', 'yg', 'masih', 'dijalan', 'mana', 'ada', 'dana', 'cashback', 'nyangkut', 'yg', 'udh', 'gw', 'kumpulin', 'anj', 'anj']","['tiktok', 'shop', 'ditutup', 'saya', 'tidak', 'bisa', 'cek', 'pesanan', 'yang', 'masih', 'dijalan', 'mana', 'ada', 'dana', 'cashback', 'nyangkut', 'yang', 'sudah', 'saya', 'kumpulin', 'anjing', 'anjing']","['tiktok', 'shop', 'tutup', 'saya', 'tidak', 'bisa', 'cek', 'pesan', 'yang', 'masih', 'jalan', 'mana', 'ada', 'dana', 'cashback', 'nyangkut', 'yang', 'sudah', 'saya', 'kumpulin', 'anjing', 'anjing']",tiktok shop ditutup saya tidak bisa cek pesanan yang masih dijalan mana ada dana cashback nyangkut yang sudah saya kumpulin anjing anjing
@zhoouuu02_ ditutup gimanaa kak? jadi gabisa co di tiktokshop lagi kah?,Negatif,@zhoouuu02_ ditutup gimanaa kak? jadi gabisa co di tiktokshop lagi kah?,ditutup gimanaa kak jadi gabisa co di tiktok shop lagi kah,"['ditutup', 'gimanaa', 'kak', 'jadi', 'gabisa', 'co', 'di', 'tiktok', 'shop', 'lagi', 'kah']","['ditutup', 'bagaimana', 'kak', 'jadi', 'tidak bisa', 'check out', 'di', 'tiktok', 'shop', 'lagi', 'kah']","['tutup', 'bagaimana', 'kak', 'jadi', 'tidak bisa', 'check out', 'di', 'tiktok', 'shop', 'lagi', 'kah']",ditutup bagaimana kak jadi tidak bisa check out di tiktok shop lagi kah
Sedih tiktokshop ditutup,Negatif,sedih tiktokshop ditutup,sedih tiktok shop ditutup,"['sedih', 'tiktok', 'shop', 'ditutup']","['sedih', 'tiktok', 'shop', 'ditutup']","['sedih', 'tiktok', 'shop', 'tutup']",sedih tiktok shop ditutup
Sedih bgt tiktokshop ditutupðŸ˜­ pdhl penghasilan sampingan disana lumayan,Positif,sedih bgt tiktokshop ditutupðÿ˜­ pdhl penghasilan sampingan disana lumayan,sedih bgt tiktok shop ditutup pdhl penghasilan sampingan disana lumayan,"['sedih', 'bgt', 'tiktok', 'shop', 'ditutup', 'pdhl', 'penghasilan', 'sampingan', 'disana', 'lumayan']","['sedih', 'sangat', 'tiktok', 'shop', 'ditutup', 'padahal', 'penghasilan', 'sampingan', 'disana', 'lumayan']","['sedih', 'sangat', 'tiktok', 'shop', 'tutup', 'padahal', 'hasil', 'samping', 'sana', 'lumayan']",sedih sangat tiktok shop ditutup padahal penghasilan sampingan disana lumayan
baru tau kalo tiktok shop mau ditutup hari iniðŸ˜­ padahal udah enak belanja di tiktok shop. udah lebih murah terus ongkirnya juga banyak vouchernya. aku sangat terbantu dgn tiktok shop terutama utk beli kebutuhan majikan buluku,Positif,baru tau kalo tiktok shop mau ditutup hari iniðÿ˜­ padahal udah enak belanja di tiktok shop. udah lebih murah terus ongkirnya juga banyak vouchernya. aku sangat terbantu dgn tiktok shop terutama utk beli kebutuhan majikan buluku,baru tau kalo tiktok shop mau ditutup hari ini padahal udah enak belanja di tiktok shop udah lebih murah terus ongkirnya juga banyak vouchernya aku sangat terbantu dgn tiktok shop terutama utk beli kebutuhan majikan buluku,"['baru', 'tau', 'kalo', 'tiktok', 'shop', 'mau', 'ditutup', 'hari', 'ini', 'padahal', 'udah', 'enak', 'belanja', 'di', 'tiktok', 'shop', 'udah', 'lebih', 'murah', 'terus', 'ongkirnya', 'juga', 'banyak', 'vouchernya', 'aku', 'sangat', 'terbantu', 'dgn', 'tiktok', 'shop', 'terutama', 'utk', 'beli', 'kebutuhan', 'majikan', 'buluku']","['baru', 'tahu', 'kalau', 'tiktok', 'shop', 'mau', 'ditutup', 'hari', 'ini', 'padahal', 'sudah', 'enak', 'belanja', 'di', 'tiktok', 'shop', 'sudah', 'lebih', 'murah', 'terus', 'ongkirnya', 'juga', 'banyak', 'vouchernya', 'saya', 'sangat', 'terbantu', 'dengan', 'tiktok', 'shop', 'terutama', 'untuk', 'beli', 'kebutuhan', 'majikan', 'buluku']","['baru', 'tahu', 'kalau', 'tiktok', 'shop', 'mau', 'tutup', 'hari', 'ini', 'padahal', 'sudah', 'enak', 'belanja', 'di', 'tiktok', 'shop', 'sudah', 'lebih', 'murah', 'terus', 'ongkirnya', 'juga', 'banyak', 'vouchernya', 'saya', 'sangat', 'bantu', 'dengan', 'tiktok', 'shop', 'utama', 'untuk', 'beli', 'butuh', 'majikan', 'bulu']",baru tahu kalau tiktok shop mau ditutup hari ini padahal sudah enak belanja di tiktok shop sudah lebih murah terus ongkirnya juga banyak vouchernya saya sangat terbantu dengan tiktok shop terutama untuk beli kebutuhan majikan buluku
tiktok shop resmi ditutupðŸ˜­,Negatif,tiktok shop resmi ditutupðÿ˜­,tiktok shop resmi ditutup,"['tiktok', 'shop', 'resmi', 'ditutup']","['tiktok', 'shop', 'resmi', 'ditutup']","['tiktok', 'shop', 'resmi', 'tutup']",tiktok shop resmi ditutup
@papasito_OF @tanyakanrl Emang kalau tiktok shop tutup ga bisa jualan online lagi?,Negatif,@papasito_of @tanyakanrl emang kalau tiktok shop tutup ga bisa jualan online lagi?,emang kalau tiktok shop tutup ga bisa jualan online lagi,"['emang', 'kalau', 'tiktok', 'shop', 'tutup', 'ga', 'bisa', 'jualan', 'online', 'lagi']","['memang', 'kalau', 'tiktok', 'shop', 'tutup', 'tidak', 'bisa', 'jualan', 'online', 'lagi']","['memang', 'kalau', 'tiktok', 'shop', 'tutup', 'tidak', 'bisa', 'jual', 'online', 'lagi']",memang kalau tiktok shop tutup tidak bisa jualan online lagi
"@alotofjahe ada ketetapan baru dari pemerintah deh kayaknya, hari ini juga kan tiktokshop pada tutup",Positif,"@alotofjahe ada ketetapan baru dari pemerintah deh kayaknya, hari ini juga kan tiktokshop pada tutup",ada ketetapan baru dari pemerintah deh kayaknya hari ini juga kan tiktok shop pada tutup,"['ada', 'ketetapan', 'baru', 'dari', 'pemerintah', 'deh', 'kayaknya', 'hari', 'ini', 'juga', 'kan', 'tiktok', 'shop', 'pada', 'tutup']","['ada', 'ketetapan', 'baru', 'dari', 'pemerintah', 'deh', 'kayaknya', 'hari', 'ini', 'juga', 'kan', 'tiktok', 'shop', 'pada', 'tutup']","['ada', 'tetap', 'baru', 'dari', 'perintah', 'deh', 'kayak', 'hari', 'ini', 'juga', 'kan', 'tiktok', 'shop', 'pada', 'tutup']",ada ketetapan baru dari pemerintah deh kayaknya hari ini juga kan tiktok shop pada tutup
gak pernah belanja di tiktok shop tapi ikut sakit hati pas tiktok shop ditutup soalnya banyak temen gw yg nyari nafkah dari sana ðŸ’”,Positif,gak pernah belanja di tiktok shop tapi ikut sakit hati pas tiktok shop ditutup soalnya banyak temen gw yg nyari nafkah dari sana ðÿ’”,gak pernah belanja di tiktok shop tapi ikut sakit hati pas tiktok shop ditutup soalnya banyak temen gw yg nyari nafkah dari sana,"['gak', 'pernah', 'belanja', 'di', 'tiktok', 'shop', 'tapi', 'ikut', 'sakit', 'hati', 'pas', 'tiktok', 'shop', 'ditutup', 'soalnya', 'banyak', 'temen', 'gw', 'yg', 'nyari', 'nafkah', 'dari', 'sana']","['tidak', 'pernah', 'belanja', 'di', 'tiktok', 'shop', 'tetapi', 'ikut', 'sakit', 'hati', 'pas', 'tiktok', 'shop', 'ditutup', 'soalnya', 'banyak', 'teman', 'saya', 'yang', 'mencari', 'nafkah', 'dari', 'sana']","['tidak', 'pernah', 'belanja', 'di', 'tiktok', 'shop', 'tetapi', 'ikut', 'sakit', 'hati', 'pas', 'tiktok', 'shop', 'tutup', 'soal', 'banyak', 'teman', 'saya', 'yang', 'cari', 'nafkah', 'dari', 'sana']",tidak pernah belanja di tiktok shop tetapi ikut sakit hati pas tiktok shop ditutup soalnya banyak teman saya yang mencari nafkah dari sana
"eh kan tiktok shop mau ditutup ya, tapi gue tadi pagi abis check out alat buat ngepel lantai jirâ€¦.. dikirimin gak ya ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",Positif,"eh kan tiktok shop mau ditutup ya, tapi gue tadi pagi abis check out alat buat ngepel lantai jirâ€¦.. dikirimin gak ya ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­",eh kan tiktok shop mau ditutup ya tapi gue tadi pagi abis check out alat buat ngepel lantai jir dikirimin gak ya,"['eh', 'kan', 'tiktok', 'shop', 'mau', 'ditutup', 'ya', 'tapi', 'gue', 'tadi', 'pagi', 'abis', 'check', 'out', 'alat', 'buat', 'ngepel', 'lantai', 'jir', 'dikirimin', 'gak', 'ya']","['eh', 'kan', 'tiktok', 'shop', 'mau', 'ditutup', 'iya', 'tetapi', 'saya', 'tadi', 'pagi', 'habis', 'check', 'keluar', 'alat', 'buat', 'ngepel', 'lantai', 'anjing', 'dikirimin', 'tidak', 'iya']","['eh', 'kan', 'tiktok', 'shop', 'mau', 'tutup', 'iya', 'tetapi', 'saya', 'tadi', 'pagi', 'habis', 'check', 'keluar', 'alat', 'buat', 'ngepel', 'lantai', 'anjing', 'dikirimin', 'tidak', 'iya']",eh kan tiktok shop mau ditutup iya tetapi saya tadi pagi habis check keluar alat buat ngepel lantai anjing dikirimin tidak iya
"@AsahPolaPikir Kalo tiktokshop tutup tapi Tanah Abang masih sepi, pedagang tanah abang bakal minta T dan S tutup gak ya?",Negatif,"@asahpolapikir kalo tiktokshop tutup tapi tanah abang masih sepi, pedagang tanah abang bakal minta t dan s tutup gak ya?",kalo tiktok shop tutup tapi tanah abang masih sepi pedagang tanah abang bakal minta t dan s tutup gak ya,"['kalo', 'tiktok', 'shop', 'tutup', 'tapi', 'tanah', 'abang', 'masih', 'sepi', 'pedagang', 'tanah', 'abang', 'bakal', 'minta', 't', 'dan', 's', 'tutup', 'gak', 'ya']","['kalau', 'tiktok', 'shop', 'tutup', 'tetapi', 'tanah', 'abang', 'masih', 'sepi', 'pedagang', 'tanah', 'abang', 'bakal', 'minta', 't', 'dan', 's', 'tutup', 'tidak', 'iya']","['kalau', 'tiktok', 'shop', 'tutup', 'tetapi', 'tanah', 'abang', 'masih', 'sepi', 'dagang', 'tanah', 'abang', 'bakal', 'minta', 't', 'dan', 's', 'tutup', 'tidak', 'iya']",kalau tiktok shop tutup tetapi tanah abang masih sepi pedagang tanah abang bakal minta t dan s tutup tidak iya
Amjinh paket tiktokshop gw masih di jalan anjir udah ditutup aja ðŸ˜”ðŸ¤œ minimal nunggu sampe dulu lah banh ðŸ˜­,Negatif,amjinh paket tiktokshop gw masih di jalan anjir udah ditutup aja ðÿ˜”ðÿ¤œ minimal nunggu sampe dulu lah banh ðÿ˜­,amjinh paket tiktok shop gw masih di jalan anjir udah ditutup aja minimal nunggu sampe dulu lah banh,"['amjinh', 'paket', 'tiktok', 'shop', 'gw', 'masih', 'di', 'jalan', 'anjir', 'udah', 'ditutup', 'aja', 'minimal', 'nunggu', 'sampe', 'dulu', 'lah', 'banh']","['amjinh', 'paket', 'tiktok', 'shop', 'saya', 'masih', 'di', 'jalan', 'anjing', 'sudah', 'ditutup', 'saja', 'minimal', 'nunggu', 'sampai', 'dulu', 'lah', 'banh']","['amjinh', 'paket', 'tiktok', 'shop', 'saya', 'masih', 'di', 'jalan', 'anjing', 'sudah', 'tutup', 'saja', 'minimal', 'nunggu', 'sampai', 'dulu', 'lah', 'banh']",amjinh paket tiktok shop saya masih di jalan anjing sudah ditutup saja minimal nunggu sampai dulu lah banh
"Seeedih tiktokshop ditutup, pindah tongkrongan kmn ya",Negatif,"seeedih tiktokshop ditutup, pindah tongkrongan kmn ya",seeedih tiktok shop ditutup pindah tongkrongan kmn ya,"['seeedih', 'tiktok', 'shop', 'ditutup', 'pindah', 'tongkrongan', 'kmn', 'ya']","['seeedih', 'tiktok', 'shop', 'ditutup', 'pindah', 'tongkrongan', 'kmn', 'iya']","['seeedih', 'tiktok', 'shop', 'tutup', 'pindah', 'tongkrong', 'kmn', 'iya']",seeedih tiktok shop ditutup pindah tongkrongan kmn iya
jadi ikutan sedih tiktok shop ditutup :(,Negatif,jadi ikutan sedih tiktok shop ditutup :(,jadi ikutan sedih tiktok shop ditutup,"['jadi', 'ikutan', 'sedih', 'tiktok', 'shop', 'ditutup']","['jadi', 'ikutan', 'sedih', 'tiktok', 'shop', 'ditutup']","['jadi', 'ikut', 'sedih', 'tiktok', 'shop', 'tutup']",jadi ikutan sedih tiktok shop ditutup
lah anjg gue kira tiktok shop doang yg ditutup ternyata shopee LN jugaðŸ¥º,Negatif,lah anjg gue kira tiktok shop doang yg ditutup ternyata shopee ln jugaðÿ¥º,lah anjg gue kira tiktok shop doang yg ditutup ternyata shopee ln juga,"['lah', 'anjg', 'gue', 'kira', 'tiktok', 'shop', 'doang', 'yg', 'ditutup', 'ternyata', 'shopee', 'ln', 'juga']","['lah', 'anjing', 'saya', 'kira', 'tiktok', 'shop', 'doang', 'yang', 'ditutup', 'ternyata', 'shopee', 'ln', 'juga']","['lah', 'anjing', 'saya', 'kira', 'tiktok', 'shop', 'doang', 'yang', 'tutup', 'nyata', 'shopee', 'ln', 'juga']",lah anjing saya kira tiktok shop doang yang ditutup ternyata shopee ln juga
BRU KMRN BGT GW PESEN BAJU DI TIKTOK SHOP TRS HARI INI RESMI DITUTUP???? TRUSS ITU BAJU GW BEGIMANAAA?????,Positif,bru kmrn bgt gw pesen baju di tiktok shop trs hari ini resmi ditutup???? truss itu baju gw begimanaaa?????,bru kmrn bgt gw pesen baju di tiktok shop trs hari ini resmi ditutup truss itu baju gw begimanaaa,"['bru', 'kmrn', 'bgt', 'gw', 'pesen', 'baju', 'di', 'tiktok', 'shop', 'trs', 'hari', 'ini', 'resmi', 'ditutup', 'truss', 'itu', 'baju', 'gw', 'begimanaaa']","['baru', 'kemarin', 'sangat', 'saya', 'pesen', 'baju', 'di', 'tiktok', 'shop', 'terus', 'hari', 'ini', 'resmi', 'ditutup', 'terus', 'itu', 'baju', 'saya', 'begimanaaa']","['baru', 'kemarin', 'sangat', 'saya', 'sen', 'baju', 'di', 'tiktok', 'shop', 'terus', 'hari', 'ini', 'resmi', 'tutup', 'terus', 'itu', 'baju', 'saya', 'begimanaaa']",baru kemarin sangat saya pesen baju di tiktok shop terus hari ini resmi ditutup terus itu baju saya begimanaaa
sedii tiktokshop ditutup dahal membantu bgt buat beli bajuðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Positif,sedii tiktokshop ditutup dahal membantu bgt buat beli bajuðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­,sedii tiktok shop ditutup dahal membantu bgt buat beli baju,"['sedii', 'tiktok', 'shop', 'ditutup', 'dahal', 'membantu', 'bgt', 'buat', 'beli', 'baju']","['sedii', 'tiktok', 'shop', 'ditutup', 'dahal', 'membantu', 'sangat', 'buat', 'beli', 'baju']","['sedii', 'tiktok', 'shop', 'tutup', 'dahal', 'bantu', 'sangat', 'buat', 'beli', 'baju']",sedii tiktok shop ditutup dahal membantu sangat buat beli baju
aku kira tiktokshop ditutup tuh bercanda ternyata beneran ya  voucherku belum dipake huhu,Negatif,aku kira tiktokshop ditutup tuh bercanda ternyata beneran ya  voucherku belum dipake huhu,aku kira tiktok shop ditutup tuh bercanda ternyata beneran ya voucherku belum dipake huhu,"['aku', 'kira', 'tiktok', 'shop', 'ditutup', 'tuh', 'bercanda', 'ternyata', 'beneran', 'ya', 'voucherku', 'belum', 'dipake', 'huhu']","['saya', 'kira', 'tiktok', 'shop', 'ditutup', 'tuh', 'bercanda', 'ternyata', 'benar', 'iya', 'voucherku', 'belum', 'dipake', 'huhu']","['saya', 'kira', 'tiktok', 'shop', 'tutup', 'tuh', 'canda', 'nyata', 'benar', 'iya', 'voucherku', 'belum', 'dipake', 'huhu']",saya kira tiktok shop ditutup tuh bercanda ternyata benar iya voucherku belum dipake huhu
Sialan bener2 ditutup tiktokshop anjr,Negatif,sialan bener2 ditutup tiktokshop anjr,sialan bener2 ditutup tiktok shop anjr,"['sialan', 'bener2', 'ditutup', 'tiktok', 'shop', 'anjr']","['sialan', 'bener2', 'ditutup', 'tiktok', 'shop', 'anjr']","['sial', 'bener2', 'tutup', 'tiktok', 'shop', 'anjr']",sialan bener2 ditutup tiktok shop anjr
Belum beli sempak selusin 50rb udah ditutup aja tiktokshop,Netral,belum beli sempak selusin 50rb udah ditutup aja tiktokshop,belum beli sempak selusin 50rb udah ditutup aja tiktok shop,"['belum', 'beli', 'sempak', 'selusin', '50rb', 'udah', 'ditutup', 'aja', 'tiktok', 'shop']","['belum', 'beli', 'sempak', 'selusin', '50rb', 'sudah', 'ditutup', 'saja', 'tiktok', 'shop']","['belum', 'beli', 'sempak', 'lusin', '50rb', 'sudah', 'tutup', 'saja', 'tiktok', 'shop']",belum beli sempak selusin 50rb sudah ditutup saja tiktok shop
"tiktok shop ditutup, terus kerjaan gw gmn dong ini nganggur dikantor wkw",Negatif,"tiktok shop ditutup, terus kerjaan gw gmn dong ini nganggur dikantor wkw",tiktok shop ditutup terus kerjaan gw gmn dong ini nganggur dikantor wkw,"['tiktok', 'shop', 'ditutup', 'terus', 'kerjaan', 'gw', 'gmn', 'dong', 'ini', 'nganggur', 'dikantor', 'wkw']","['tiktok', 'shop', 'ditutup', 'terus', 'kerjaan', 'saya', 'bagaimana', 'dong', 'ini', 'tidak punya pekerjaan', 'dikantor', 'wkw']","['tiktok', 'shop', 'tutup', 'terus', 'kerja', 'saya', 'bagaimana', 'dong', 'ini', 'tidak punya kerja', 'kantor', 'wkw']",tiktok shop ditutup terus kerjaan saya bagaimana dong ini tidak punya pekerjaan dikantor wkw
Bagaimana cara saya cek pesanan setelah TikTok Shop ditutup @tiktokIDN ?,Negatif,bagaimana cara saya cek pesanan setelah tiktok shop ditutup @tiktokidn ?,bagaimana cara saya cek pesanan setelah tiktok shop ditutup,"['bagaimana', 'cara', 'saya', 'cek', 'pesanan', 'setelah', 'tiktok', 'shop', 'ditutup']","['bagaimana', 'cara', 'saya', 'cek', 'pesanan', 'setelah', 'tiktok', 'shop', 'ditutup']","['bagaimana', 'cara', 'saya', 'cek', 'pesan', 'telah', 'tiktok', 'shop', 'tutup']",bagaimana cara saya cek pesanan setelah tiktok shop ditutup
@chocoalatos Ga ada yg di up ke media Uda tenggelem kasusnya Ditambah2 hari ini tiktok shop ditutup,Netral,@chocoalatos ga ada yg di up ke media uda tenggelem kasusnya ditambah2 hari ini tiktok shop ditutup,ga ada yg di up ke media uda tenggelem kasusnya ditambah2 hari ini tiktok shop ditutup,"['ga', 'ada', 'yg', 'di', 'up', 'ke', 'media', 'uda', 'tenggelem', 'kasusnya', 'ditambah2', 'hari', 'ini', 'tiktok', 'shop', 'ditutup']","['tidak', 'ada', 'yang', 'di', 'up', 'ke', 'media', 'sudah', 'tenggelem', 'kasusnya', 'ditambah2', 'hari', 'ini', 'tiktok', 'shop', 'ditutup']","['tidak', 'ada', 'yang', 'di', 'up', 'ke', 'media', 'sudah', 'tenggelem', 'kasus', 'ditambah2', 'hari', 'ini', 'tiktok', 'shop', 'tutup']",tidak ada yang di up ke media sudah tenggelem kasusnya ditambah2 hari ini tiktok shop ditutup
@resinkompozit Takut gak bisa beli lagi abisnya tiktokshop mau tutup ðŸ’”,Positif,@resinkompozit takut gak bisa beli lagi abisnya tiktokshop mau tutup ðÿ’”,takut gak bisa beli lagi abisnya tiktok shop mau tutup,"['takut', 'gak', 'bisa', 'beli', 'lagi', 'abisnya', 'tiktok', 'shop', 'mau', 'tutup']","['takut', 'tidak', 'bisa', 'beli', 'lagi', 'abisnya', 'tiktok', 'shop', 'mau', 'tutup']","['takut', 'tidak', 'bisa', 'beli', 'lagi', 'abis', 'tiktok', 'shop', 'mau', 'tutup']",takut tidak bisa beli lagi abisnya tiktok shop mau tutup
@rantpnyre keknya karena ketetapan pemerintah itu deh tiktokshop juga tutup,Negatif,@rantpnyre keknya karena ketetapan pemerintah itu deh tiktokshop juga tutup,keknya karena ketetapan pemerintah itu deh tiktok shop juga tutup,"['keknya', 'karena', 'ketetapan', 'pemerintah', 'itu', 'deh', 'tiktok', 'shop', 'juga', 'tutup']","['kayaknya', 'karena', 'ketetapan', 'pemerintah', 'itu', 'deh', 'tiktok', 'shop', 'juga', 'tutup']","['kayak', 'karena', 'tetap', 'perintah', 'itu', 'deh', 'tiktok', 'shop', 'juga', 'tutup']",kayaknya karena ketetapan pemerintah itu deh tiktok shop juga tutup
"Tiktok shop resmi ditutup, banyak seller umkm yg say goodbye tapi tetap promoin akun mereka di e-commerce lain.  Gimana komentar seller TA yg kemarin minta tiktok ditutup?",Positif,"tiktok shop resmi ditutup, banyak seller umkm yg say goodbye tapi tetap promoin akun mereka di e-commerce lain.  gimana komentar seller ta yg kemarin minta tiktok ditutup?",tiktok shop resmi ditutup banyak seller umkm yg say goodbye tapi tetap promoin akun mereka di e commerce lain gimana komentar seller ta yg kemarin minta tiktok ditutup,"['tiktok', 'shop', 'resmi', 'ditutup', 'banyak', 'seller', 'umkm', 'yg', 'say', 'goodbye', 'tapi', 'tetap', 'promoin', 'akun', 'mereka', 'di', 'e', 'commerce', 'lain', 'gimana', 'komentar', 'seller', 'ta', 'yg', 'kemarin', 'minta', 'tiktok', 'ditutup']","['tiktok', 'shop', 'resmi', 'ditutup', 'banyak', 'seller', 'umkm', 'yang', 'sayang', 'goodbye', 'tetapi', 'tetap', 'promoin', 'akun', 'mereka', 'di', 'e', 'commerce', 'lain', 'bagaimana', 'komentar', 'seller', 'tanah abang', 'yang', 'kemarin', 'minta', 'tiktok', 'ditutup']","['tiktok', 'shop', 'resmi', 'tutup', 'banyak', 'seller', 'umkm', 'yang', 'sayang', 'goodbye', 'tetapi', 'tetap', 'promoin', 'akun', 'mereka', 'di', 'e', 'commerce', 'lain', 'bagaimana', 'komentar', 'seller', 'tanah abang', 'yang', 'kemarin', 'minta', 'tiktok', 'tutup']",tiktok shop resmi ditutup banyak seller umkm yang sayang goodbye tetapi tetap promoin akun mereka di e commerce lain bagaimana komentar seller tanah abang yang kemarin minta tiktok ditutup
